qseqid;sseqid;pident;length;mismatch;gapopen;qstart;qend;sstart;send;evalue;bitscore
cluster_20436;sp|P08120|CO4A1_DROME;35.105;809;353;16;2539;4587;87;849;3.47e-35;147
cluster_20436;sp|P08120|CO4A1_DROME;35.337;682;291;15;2752;4593;84;683;2.78e-29;127
cluster_20436;sp|P08120|CO4A1_DROME;35.653;819;338;19;1606;3876;864;1555;5.13e-27;120
cluster_20436;sp|P08120|CO4A1_DROME;39.185;319;176;5;106;1050;73;377;1.15e-26;119
cluster_20436;sp|P08120|CO4A1_DROME;39.244;344;153;8;136;1050;1173;1499;1.43e-26;118
cluster_20436;sp|P08120|CO4A1_DROME;39.595;346;155;8;136;1050;1209;1541;6.85e-26;116
cluster_20436;sp|P08120|CO4A1_DROME;38.348;339;134;9;139;1047;1019;1318;5.43e-25;113
cluster_20436;sp|P08120|CO4A1_DROME;39.595;346;166;7;139;1047;920;1265;3.93e-24;110
cluster_20436;sp|P08120|CO4A1_DROME;39.308;318;140;10;106;1053;573;839;3.36e-23;107
cluster_20436;sp|P08120|CO4A1_DROME;35.838;346;141;8;136;1038;692;1001;2.54e-20;98.2
cluster_20436;sp|P08120|CO4A1_DROME;41.692;331;162;7;124;1050;1112;1433;3.87e-20;97.4
cluster_20436;sp|P08120|CO4A1_DROME;35.556;405;163;8;106;1026;751;1155;2.17e-19;95.1
cluster_20436;sp|P08120|CO4A1_DROME;34.793;411;157;8;139;1038;307;717;7.82e-17;86.7
cluster_20436;sp|P08120|CO4A1_DROME;39.362;282;131;5;109;933;1299;1547;2.04e-15;82.0
cluster_20436;sp|P08120|CO4A1_DROME;33.333;435;196;8;3406;4566;81;469;1.73e-12;72.4
cluster_20436;sp|P08120|CO4A1_DROME;46.512;86;43;1;796;1053;87;169;4.27e-04;44.7
cluster_20436;sp|P08120|CO4A1_DROME;36.646;161;76;4;1798;2202;172;332;1.4;33.1
cluster_20436;sp|P08120|CO4A1_DROME;43.678;87;43;2;154;396;1470;1556;8.8;30.4
cluster_20437;sp|O62619|KPYK_DROME;33.842;393;229;8;405;1544;110;484;1.90e-34;136
cluster_20438;sp|Q9VJ29|TNG6_DROME;32.222;90;61;0;1743;1474;738;827;1.38e-09;61.6
cluster_20440;sp|Q9NG98|TOP3A_DROME;57.768;708;290;4;240;2336;25;732;0.0;862
cluster_20440;sp|Q9NG98|TOP3A_DROME;31.600;250;91;10;2808;3437;1033;1242;6.63e-18;88.2
cluster_20440;sp|Q9NG98|TOP3A_DROME;46.154;65;27;1;2742;2936;1136;1192;3.65e-08;56.6
cluster_20440;sp|Q9NG98|TOP3A_DROME;52.941;51;22;2;3036;3188;1031;1079;1.06e-07;55.1
cluster_20441;sp|Q9W2X7|YPL1_DROME;89.474;114;12;0;537;878;1;114;3.42e-67;218
cluster_20442;sp|Q94526|ORK1_DROME;26.639;244;155;6;2095;1376;14;237;4.99e-17;84.3
cluster_20443;sp|Q25531|VA0D_MANSE;27.586;87;60;2;1434;1183;131;217;4.0;28.5
cluster_20445;sp|O18405|SURF4_DROME;40.816;49;24;2;2664;2795;192;240;4.0;29.6
cluster_20446;sp|Q8MT08|DRC4_DROME;44.902;461;251;2;283;1662;1;459;1.27e-115;352
cluster_20447;sp|Q17PI0|EFTS_AEDAE;50.667;300;136;4;1328;2209;1;294;3.50e-101;313
cluster_20447;sp|Q17PI0|EFTS_AEDAE;50.667;300;136;4;1047;166;1;294;3.50e-101;313
cluster_20449;sp|Q93104|ERH_AEDAE;33.333;36;24;0;1015;1122;34;69;1.9;27.7
cluster_20451;sp|P49905|TAF12_DROME;52.137;117;56;0;415;765;80;196;9.44e-28;108
cluster_20453;sp|P91885|AMPN_MANSE;30.651;783;508;15;383;2656;102;874;3.13e-94;318
cluster_20454;sp|P42003|MAD_DROME;60.491;448;161;6;317;1636;16;455;4.11e-162;483
cluster_20455;sp|Q9VJ87|CWC22_DROME;31.481;54;30;1;1361;1522;1161;1207;0.82;31.6
cluster_20456;sp|Q7JZM8|RM41_DROME;29.310;58;31;2;652;491;84;135;0.59;30.0
cluster_20458;sp|P48861|DDC_MANSE;44.075;481;255;5;2086;644;1;467;9.83e-143;428
cluster_20460;sp|Q9Y105|SYQ_DROME;63.928;779;269;8;3176;861;4;777;0.0;1037
cluster_20461;sp|Q11001|AMPM_MANSE;33.871;62;35;2;794;961;709;770;2.9;29.3
cluster_20462;sp|Q9W133|ADCK_DROME;26.174;298;202;7;1520;660;80;370;2.37e-16;81.6
cluster_20464;sp|A1ZAK1|INT8_DROME;35.701;1056;572;21;224;3226;3;1006;1.55e-162;506
cluster_20465;sp|Q7QIL2|ANM7_ANOGA;50.000;26;12;1;715;641;565;590;2.2;29.6
cluster_20467;sp|P10180|CUT_DROME;74.000;50;12;1;804;658;12;61;5.39e-16;80.5
cluster_20467;sp|P10180|CUT_DROME;50.000;66;26;2;624;427;430;488;0.084;34.7
cluster_20468;sp|O61608|NOS_ANOST;26.667;135;81;6;1260;1652;775;895;3.7;30.4
cluster_20469;sp|Q9VJ87|CWC22_DROME;73.357;563;143;3;980;2653;353;913;0.0;826
cluster_20470;sp|A8DYP0|OBSCN_DROME;26.619;139;84;6;931;536;489;616;0.56;33.5
cluster_20471;sp|Q9VIP8|VLS_DROME;23.729;59;45;0;967;1143;290;348;2.2;30.0
cluster_20473;sp|Q9V8P9|TOPRS_DROME;41.667;24;14;0;765;836;120;143;0.042;34.3
cluster_20475;sp|M9PD06|UBP32_DROME;27.907;86;56;4;371;120;1384;1465;0.28;32.0
cluster_20476;sp|D2WKD9|SDR1_AEDAE;36.508;252;147;5;351;1091;1;244;7.10e-45;154
cluster_20477;sp|A1Z6M6|TTC4_DROME;41.176;374;205;4;275;1369;11;378;1.01e-83;270
cluster_20478;sp|P25153|UBCD6_DROME;37.423;163;87;3;590;1078;1;148;9.41e-32;120
cluster_20480;sp|Q9NHW7|AQP_AEDAE;52.444;225;103;2;1284;613;6;227;2.22e-67;216
cluster_20482;sp|P05990|PYR1_DROME;24.060;399;238;10;509;1678;1476;1818;5.23e-16;80.9
cluster_20483;sp|A1ZAI5|FACR1_DROME;37.607;468;292;0;176;1579;115;582;2.38e-111;350
cluster_20485;sp|Q177H0|NCBP2_AEDAE;27.885;104;69;3;348;647;36;137;2.31e-05;44.3
cluster_20485;sp|Q177H0|NCBP2_AEDAE;31.081;74;50;1;1011;1229;36;109;0.017;35.8
cluster_20486;sp|Q7QCW2|SPNE_ANOGA;32.432;37;25;0;346;456;433;469;3.9;29.3
cluster_20487;sp|P48593|E631_DROME;64.286;168;48;1;315;782;26;193;3.09e-68;213
cluster_20488;sp|P14318|MP20_DROME;37.931;29;18;0;1560;1474;141;169;4.1;28.1
cluster_20491;sp|Q5TU55|HPS5_ANOGA;27.907;43;31;0;824;696;121;163;3.5;29.3
cluster_20492;sp|Q9VYT8|C28C1_DROME;27.500;80;54;1;604;843;210;285;0.39;32.0
cluster_20494;sp|Q8INF7|DAAF5_DROME;28.814;59;39;2;1137;961;24;79;8.1;28.1
cluster_20496;sp|Q16ZN9|COG3_AEDAE;54.699;830;347;5;25;2478;11;823;0.0;857
cluster_20498;sp|Q9V8K2|EXOC3_DROME;31.579;57;38;1;1347;1177;183;238;9.6;27.3
cluster_20499;sp|Q9W5U2|CHI10_DROME;31.302;361;215;11;1330;323;961;1313;3.37e-46;175
cluster_20499;sp|Q9W5U2|CHI10_DROME;30.387;362;217;13;1318;311;1409;1761;4.88e-45;171
cluster_20499;sp|Q9W5U2|CHI10_DROME;30.141;355;219;10;1315;320;1909;2257;4.50e-44;168
cluster_20499;sp|Q9W5U2|CHI10_DROME;25.521;384;234;13;1354;308;207;573;1.65e-31;130
cluster_20500;sp|B0XHW8|GATC1_CULQU;53.271;107;49;1;1709;1392;67;173;6.37e-27;106
cluster_20501;sp|Q7JUN3|ABCD_DROME;36.265;648;379;10;246;2120;90;726;1.08e-122;399
cluster_20504;sp|Q9U943|APLP_LOCMI;89.077;3369;366;2;15;10118;1;3368;0.0;6082
cluster_20505;sp|Q9W0K4|BAB2_DROME;52.586;116;54;1;232;579;195;309;1.13e-31;130
cluster_20508;sp|Q9VHB3|USB1_DROME;31.250;48;32;1;1225;1368;74;120;8.4;26.9
cluster_20509;sp|Q95TU8|UNC5_DROME;26.786;56;41;0;119;286;398;453;0.63;31.6
cluster_20511;sp|Q9VV43|TPPP_DROME;59.864;147;57;2;1573;1133;48;192;3.77e-41;147
cluster_20513;sp|Q29AU6|RUMI_DROPS;30.159;63;39;1;2444;2271;189;251;9.6;28.1
cluster_20514;sp|Q9VMX1|KBP_DROME;34.286;35;20;1;1216;1320;272;303;6.2;28.9
cluster_20515;sp|B2D0J5|EST6_APIME;35.794;447;242;14;179;1462;48;468;4.60e-69;232
cluster_20516;sp|Q1HRV8|ELVL1_AEDAE;60.759;316;114;5;220;1149;9;320;1.17e-121;372
cluster_20518;sp|Q00174|LAMA_DROME;29.412;85;55;2;675;424;3528;3608;2.3;30.4
cluster_20519;sp|Q95ZE8|RL14_DROVI;29.825;57;38;1;612;782;10;64;0.30;30.8
cluster_20520;sp|O76324|DCO_DROME;30.357;56;39;0;32;199;81;136;3.8;29.3
cluster_20521;sp|Q9VMK1|UCP4C_DROME;29.240;171;116;3;1110;598;162;327;9.16e-21;92.4
cluster_20521;sp|Q9VMK1|UCP4C_DROME;23.448;145;101;4;1062;655;68;211;2.00e-04;42.4
cluster_20521;sp|Q9VMK1|UCP4C_DROME;25.352;71;52;1;1562;1350;158;227;0.004;38.1
cluster_20521;sp|Q9VMK1|UCP4C_DROME;23.404;94;72;0;885;604;31;124;0.007;37.7
cluster_20521;sp|Q9VMK1|UCP4C_DROME;31.579;57;34;3;1559;1392;260;312;0.070;34.3
cluster_20522;sp|O01382|DRICE_DROME;49.035;259;130;2;1237;2010;75;332;5.18e-76;249
cluster_20523;sp|Q7PVX8|ARPC2_ANOGA;84.539;304;44;1;73;975;1;304;0.0;541
cluster_20524;sp|Q9VCA8|ANKHM_DROME;33.784;74;49;0;2349;2128;634;707;5.25e-06;48.9
cluster_20524;sp|Q9VCA8|ANKHM_DROME;34.375;64;39;1;2319;2128;614;674;4.73e-04;42.7
cluster_20524;sp|Q9VCA8|ANKHM_DROME;47.222;36;19;0;2313;2206;679;714;7.98e-04;42.0
cluster_20524;sp|Q9VCA8|ANKHM_DROME;31.429;70;42;1;2337;2128;777;840;0.003;40.0
cluster_20524;sp|Q9VCA8|ANKHM_DROME;31.325;83;50;2;2334;2107;2333;2415;0.010;38.1
cluster_20524;sp|Q9VCA8|ANKHM_DROME;35.484;62;39;1;2313;2131;942;1003;0.011;38.1
cluster_20524;sp|Q9VCA8|ANKHM_DROME;27.586;87;58;2;2295;2038;2448;2530;0.028;36.6
cluster_20524;sp|Q9VCA8|ANKHM_DROME;30.769;78;52;1;2313;2086;2509;2586;0.21;33.9
cluster_20524;sp|Q9VCA8|ANKHM_DROME;32.432;74;50;0;2349;2128;734;807;0.27;33.5
cluster_20524;sp|Q9VCA8|ANKHM_DROME;24.359;78;57;1;2355;2128;2393;2470;0.45;32.7
cluster_20524;sp|Q9VCA8|ANKHM_DROME;26.000;50;37;0;2352;2203;2564;2613;2.5;30.4
cluster_20525;sp|Q9W4M9|NSUN2_DROME;33.333;39;26;0;573;457;223;261;2.1;27.7
cluster_20526;sp|O46162|SGP1_SCHGR;30.233;86;41;3;117;374;19;85;0.003;34.7
cluster_20526;sp|O46162|SGP1_SCHGR;45.455;33;18;0;129;227;60;92;0.035;31.6
cluster_20527;sp|O46108|LIP3_DROME;27.467;375;236;6;430;1494;35;393;1.61e-47;172
cluster_20528;sp|Q9V427|INX2_DROME;29.545;44;28;1;97;219;120;163;2.7;27.3
cluster_20529;sp|Q9VVI2|EDC3_DROME;37.368;380;179;10;843;1841;313;680;6.84e-65;226
cluster_20529;sp|Q9VVI2|EDC3_DROME;37.500;96;51;4;426;704;2;91;7.41e-08;54.3
cluster_20530;sp|Q9VTV1|THOC6_DROME;38.871;319;188;3;1582;626;7;318;9.96e-75;240
cluster_20532;sp|P26729|BXA6_BOMMO;45.455;22;12;0;374;309;48;69;3.6;26.6
cluster_20532;sp|P26729|BXA6_BOMMO;45.455;22;12;0;841;776;48;69;5.4;26.2
cluster_20534;sp|Q2LD53|T23O_MAYDE;24.194;62;41;1;488;655;42;103;2.9;28.9
cluster_20536;sp|P81900|KAPR2_DROME;66.844;377;112;7;4974;3856;1;368;3.37e-157;484
cluster_20537;sp|P24014|SLIT_DROME;29.375;160;113;0;7539;7060;73;232;2.40e-09;61.6
cluster_20537;sp|P24014|SLIT_DROME;26.277;137;76;2;7539;7204;543;679;5.05e-07;53.9
cluster_20537;sp|P24014|SLIT_DROME;23.626;182;113;2;7551;7006;735;890;2.53e-05;48.5
cluster_20537;sp|P24014|SLIT_DROME;30.612;98;64;2;7539;7252;319;414;2.94e-05;48.1
cluster_20538;sp|Q24372|LACH_DROME;26.257;179;116;5;859;335;42;208;1.49e-10;61.2
cluster_20538;sp|Q24372|LACH_DROME;21.244;193;131;6;856;287;150;324;0.29;32.0
cluster_20540;sp|Q9V780|LAP1_DROME;29.218;243;126;4;558;1151;73;314;4.38e-20;94.4
cluster_20540;sp|Q9V780|LAP1_DROME;29.048;210;123;2;558;1115;165;372;8.27e-15;77.4
cluster_20540;sp|Q9V780|LAP1_DROME;32.544;169;111;2;612;1115;22;188;5.00e-10;62.0
cluster_20540;sp|Q9V780|LAP1_DROME;34.959;123;80;0;744;1112;19;141;7.91e-09;58.2
cluster_20541;sp|O61613|NMT_DROME;25.424;59;38;2;2695;2537;341;399;5.3;28.9
cluster_20543;sp|B4K5S6|NOL6_DROMO;45.455;22;12;0;431;366;717;738;8.9;27.3
cluster_20544;sp|P35778|VA3_SOLIN;48.325;209;95;5;3397;2807;23;230;3.46e-56;193
cluster_20545;sp|P48814|ADH1_CERCA;31.020;245;165;2;207;938;1;242;3.34e-27;110
cluster_20546;sp|O97477|INO1_DROME;68.354;474;150;0;453;1874;43;516;0.0;685
cluster_20546;sp|O97477|INO1_DROME;44.000;25;14;0;332;406;11;35;9.2;28.5
cluster_20549;sp|P35038|TRY4_ANOGA;37.391;230;133;4;1105;422;49;269;1.66e-46;160
cluster_20550;sp|Q9VUV9|U520_DROME;82.298;2141;356;5;6636;250;1;2130;0.0;3477
cluster_20551;sp|P08897|COGS_HYPLI;40.000;240;125;9;301;1002;31;257;2.74e-28;111
cluster_20552;sp|Q9VBP3|TNKS_DROME;32.653;245;153;4;774;46;555;789;6.53e-16;75.9
cluster_20552;sp|Q9VBP3|TNKS_DROME;36.017;236;141;2;771;67;93;319;1.00e-15;75.1
cluster_20552;sp|Q9VBP3|TNKS_DROME;31.890;254;159;7;792;40;395;637;4.59e-11;61.2
cluster_20552;sp|Q9VBP3|TNKS_DROME;31.401;207;131;3;792;181;239;437;1.85e-09;56.6
cluster_20552;sp|Q9VBP3|TNKS_DROME;40.187;107;64;0;390;70;59;165;3.51e-09;55.8
cluster_20552;sp|Q9VBP3|TNKS_DROME;29.787;141;78;2;390;31;125;265;1.4;28.9
cluster_20552;sp|Q9VBP3|TNKS_DROME;27.011;174;72;3;390;34;401;574;2.8;28.1
cluster_20553;sp|Q9VW71|FAT2_DROME;50.000;30;15;0;2407;2496;4375;4404;5.8;29.6
cluster_20554;sp|P33450|FAT_DROME;32.653;49;31;1;1189;1329;3357;3405;2.1;30.0
cluster_20555;sp|P54352|EAS_DROME;44.337;415;151;4;416;1420;97;511;1.56e-105;326
cluster_20556;sp|Q9VW26|OAT_DROME;23.022;417;261;11;407;1639;66;428;5.01e-13;70.9
cluster_20557;sp|Q9VCY3|CSN6_DROME;24.691;81;60;1;147;386;93;173;1.5;30.0
cluster_20558;sp|Q7PRA4|TTC30_ANOGA;53.035;626;280;9;2479;629;8;628;0.0;631
cluster_20559;sp|O44081|DKC1_DROME;30.000;40;28;0;935;1054;313;352;7.1;26.9
cluster_20562;sp|Q9V410|LZTR1_DROME;22.561;328;208;15;1016;1912;245;555;3.03e-08;56.6
cluster_20562;sp|Q9V410|LZTR1_DROME;23.116;199;115;12;1535;2125;229;391;0.019;37.7
cluster_20563;sp|P09052|VASA1_DROME;34.963;409;236;10;1471;281;229;619;2.07e-57;206
cluster_20564;sp|Q24451|MAN2_DROME;43.909;1141;579;23;296;3652;2;1103;0.0;906
cluster_20565;sp|Q7KKH3|SDA1_DROME;36.170;47;29;1;361;501;30;75;0.099;33.5
cluster_20566;sp|P18490|PCX_DROME;29.630;81;38;5;241;11;671;736;2.9;27.7
cluster_20567;sp|Q9W1H4|DNLI1_DROME;61.263;697;246;6;789;2840;62;747;0.0;882
cluster_20568;sp|Q9VHH9|JHD1_DROME;29.231;65;34;2;371;556;1069;1124;0.22;33.1
cluster_20569;sp|O15943|CADN_DROME;38.235;34;21;0;1685;1584;2245;2278;1.4;31.2
cluster_20570;sp|P52034|PFKA_DROME;68.414;782;243;1;316;2649;4;785;0.0;1087
cluster_20572;sp|Q9VH07|RUVB1_DROME;23.404;94;70;1;581;856;29;122;0.72;31.6
cluster_20574;sp|B2D0J4|VDPP4_APIME;37.694;451;247;12;2084;750;350;772;1.10e-91;301
cluster_20575;sp|Q9W420|SPT6H_DROME;31.250;48;33;0;579;436;617;664;2.8;29.6
cluster_20576;sp|P06604|TBA2_DROME;74.157;445;114;1;313;1644;1;445;0.0;665
cluster_20577;sp|Q9V4M2|WECH_DROME;30.151;199;120;7;989;411;496;681;3.38e-15;77.8
cluster_20577;sp|Q9V4M2|WECH_DROME;29.493;217;132;7;1049;432;564;770;2.07e-12;68.9
cluster_20577;sp|Q9V4M2|WECH_DROME;34.043;94;58;2;656;387;549;642;9.37e-09;57.0
cluster_20577;sp|Q9V4M2|WECH_DROME;38.000;50;31;0;536;387;546;595;0.004;38.9
cluster_20579;sp|Q8IFW4|THIOT_DROME;33.962;53;31;2;727;882;27;76;0.032;34.7
cluster_20580;sp|Q9VBP3|TNKS_DROME;28.209;631;354;16;51;1868;202;758;1.44e-42;167
cluster_20580;sp|Q9VBP3|TNKS_DROME;28.467;548;294;13;516;1868;59;605;4.81e-39;156
cluster_20580;sp|Q9VBP3|TNKS_DROME;30.588;425;263;7;57;1241;361;783;3.45e-35;144
cluster_20580;sp|Q9VBP3|TNKS_DROME;28.118;441;260;9;585;1808;47;463;3.16e-30;127
cluster_20580;sp|Q9VBP3|TNKS_DROME;31.350;437;218;15;651;1826;38;437;2.90e-27;118
cluster_20580;sp|Q9VBP3|TNKS_DROME;28.527;319;169;8;930;1868;30;295;1.95e-21;99.4
cluster_20581;sp|Q9VN12|NCKXH_DROME;34.649;228;136;4;1016;1675;407;629;2.17e-32;131
cluster_20581;sp|Q9VN12|NCKXH_DROME;44.037;109;61;0;228;554;88;196;3.50e-19;90.1
cluster_20581;sp|Q9VN12|NCKXH_DROME;28.571;70;49;1;1220;1429;133;201;0.009;37.7
cluster_20581;sp|Q9VN12|NCKXH_DROME;35.938;64;37;3;369;554;481;542;2.4;29.6
cluster_20582;sp|Q9VJN9|SEMP1_DROME;29.808;208;133;8;346;939;43;247;9.31e-18;81.6
cluster_20583;sp|P13361|HUNB_DROVI;29.577;71;41;3;1575;1384;304;372;9.3;28.5
cluster_20584;sp|Q9VDV3|NUP58_DROME;39.111;225;125;3;1569;2234;286;501;3.74e-50;184
cluster_20586;sp|Q95RA9|GILT1_DROME;32.536;209;123;6;657;82;16;223;3.41e-32;120
cluster_20590;sp|Q9VZZ4|PXDN_DROME;38.281;128;79;0;495;878;57;184;5.29e-17;83.6
cluster_20590;sp|Q9VZZ4|PXDN_DROME;34.000;100;62;1;612;899;44;143;1.52e-06;49.7
cluster_20590;sp|Q9VZZ4|PXDN_DROME;33.000;100;66;1;480;779;100;198;2.54e-05;45.8
cluster_20591;sp|Q7K566|BMCP_DROME;31.313;297;165;6;480;1277;13;301;3.65e-29;115
cluster_20592;sp|Q9VYS5|NDUF6_DROME;41.901;284;157;4;1369;539;52;334;5.47e-61;202
cluster_20594;sp|B4KT48|LIS1_DROMO;30.986;71;45;2;4058;3852;157;225;6.9;29.6
cluster_20595;sp|Q8MVS5|GLT35_DROME;47.222;612;291;10;2583;802;14;611;0.0;574
cluster_20596;sp|P20007|PCKG_DROME;70.128;626;185;1;161;2038;24;647;0.0;930
cluster_20598;sp|Q7KSC4|MPC1_DROME;44.828;29;14;1;770;850;39;67;1.2;29.3
cluster_20599;sp|Q9W0P2|REV1_DROME;26.230;61;36;2;523;678;97;157;0.15;33.9
cluster_20600;sp|Q9VCA8|ANKHM_DROME;29.446;343;210;11;778;1794;602;916;3.40e-16;82.8
cluster_20600;sp|Q9VCA8|ANKHM_DROME;32.900;231;129;8;883;1548;2331;2544;7.90e-15;78.6
cluster_20600;sp|Q9VCA8|ANKHM_DROME;30.165;242;141;5;778;1431;769;1006;2.02e-14;77.0
cluster_20600;sp|Q9VCA8|ANKHM_DROME;32.828;198;117;6;775;1350;2429;2616;8.37e-12;68.6
cluster_20600;sp|Q9VCA8|ANKHM_DROME;32.995;197;114;9;1189;1770;2327;2508;6.11e-10;62.4
cluster_20600;sp|Q9VCA8|ANKHM_DROME;27.317;205;135;7;1189;1794;527;720;3.16e-06;50.1
cluster_20600;sp|Q9VCA8|ANKHM_DROME;28.736;174;105;4;775;1275;2464;2625;3.64e-05;46.6
cluster_20603;sp|Q8IMX7|MIRO_DROME;25.532;47;31;1;713;853;249;291;5.1;27.3
cluster_20605;sp|Q9VZD2|BN3D3_DROME;26.667;45;33;0;221;87;33;77;4.6;28.5
cluster_20606;sp|Q7QAJ2|LST2_ANOGA;27.143;70;49;1;505;714;6;73;0.32;31.6
cluster_20607;sp|P83501|MSTAB_DROME;27.632;76;53;1;1798;2025;228;301;0.22;33.5
cluster_20608;sp|A8J4S9|TREA_APIME;50.874;515;244;3;1930;398;22;531;0.0;548
cluster_20608;sp|A8J4S9|TREA_APIME;45.000;60;33;0;393;214;517;576;1.23e-08;56.6
cluster_20610;sp|Q964T2|CP9E2_BLAGE;49.705;509;234;8;139;1626;32;531;7.74e-171;504
cluster_20611;sp|Q86BL4|GATC_DROME;31.944;72;36;2;934;722;34;93;0.22;31.2
cluster_20612;sp|P37276|DYHC_DROME;28.866;97;55;2;284;541;4484;4577;1.2;30.4
cluster_20616;sp|Q9VTN3|TIM13_DROME;72.727;77;21;0;1419;1649;7;83;1.45e-36;130
cluster_20618;sp|Q6R7M4|C15A1_DIPPU;41.810;464;247;8;218;1567;18;472;1.20e-111;343
cluster_20619;sp|Q9W2F2|DCAF1_DROME;36.735;49;25;1;2636;2508;437;485;7.2;28.9
cluster_20621;sp|P32122|ARRH_LOCMI;38.636;44;19;2;120;245;89;126;0.056;34.3
cluster_20623;sp|Q24324|DSOR1_DROME;21.978;91;62;1;1255;1527;287;368;6.2;29.3
cluster_20626;sp|Q9VL18|EF1D_DROME;34.043;47;31;0;210;350;210;256;4.7;29.3
cluster_20627;sp|Q8MS59|WAT_DROME;37.954;303;178;2;1129;2034;202;495;9.91e-65;225
cluster_20628;sp|Q8MS59|WAT_DROME;37.475;499;269;8;156;1631;29;491;4.11e-107;337
cluster_20629;sp|O46162|SGP1_SCHGR;44.000;75;36;3;820;614;18;92;4.28e-10;54.3
cluster_20629;sp|O46162|SGP1_SCHGR;43.056;72;35;3;715;518;20;91;2.19e-09;52.4
cluster_20630;sp|Q964R0|CP6K1_BLAGE;41.057;492;285;4;143;1609;31;520;4.81e-136;406
cluster_20631;sp|Q9VNX8|EIF2A_DROME;46.304;460;234;4;5237;3897;9;468;6.88e-133;427
cluster_20636;sp|Q5EAK6|ATM_DROME;28.571;63;41;3;66;242;232;294;2.4;31.2
cluster_20637;sp|P10762|APL3_LOCMI;30.769;65;38;1;1439;1633;88;145;1.4;29.6
cluster_20638;sp|Q8IRI6|GTR1_DROME;32.890;526;293;5;2809;1232;8;473;1.38e-76;275
cluster_20641;sp|Q94524|DYLT_DROME;29.897;97;65;2;719;432;15;109;8.14e-10;54.3
cluster_20643;sp|B3NFQ7|SMG_DROER;30.909;55;30;1;736;900;461;507;0.54;31.6
cluster_20644;sp|Q28YJ2|ASNA_DROPS;19.872;156;115;5;1268;828;52;206;0.54;32.0
cluster_20645;sp|P29845|HSP7E_DROME;31.522;92;55;4;719;973;268;358;2.6;29.3
cluster_20647;sp|Q9V3J8|WDS_DROME;26.596;282;197;6;1350;511;67;340;9.32e-31;123
cluster_20647;sp|Q9V3J8|WDS_DROME;21.891;201;148;4;1062;460;78;269;2.09e-08;55.5
cluster_20648;sp|Q9VD44|GLD2A_DROME;52.215;316;146;3;1801;2739;905;1218;3.64e-97;341
cluster_20649;sp|P25228|RAB3_DROME;37.143;210;125;3;276;899;16;220;1.88e-42;152
cluster_20650;sp|Q9VFP2|RDX_DROME;30.541;370;226;13;1496;453;444;804;2.72e-30;124
cluster_20651;sp|Q1HRV8|ELVL1_AEDAE;53.315;362;138;5;2208;1195;1;355;8.56e-127;384
cluster_20652;sp|Q9W092|CHIT2_DROME;41.206;398;191;10;1573;482;39;427;1.74e-91;290
cluster_20653;sp|Q0IEK6|EPG5_AEDAE;30.693;101;64;4;1134;1418;935;1035;0.90;31.2
cluster_20654;sp|P04388|RAS2_DROME;56.771;192;74;3;2338;1778;5;192;5.34e-57;192
cluster_20655;sp|P13496|DCTN1_DROME;30.303;33;23;0;1364;1266;664;696;7.5;28.1
cluster_20656;sp|Q09103|DGK2_DROME;23.684;228;133;11;278;871;813;1029;0.050;35.8
cluster_20659;sp|O18334|RAB6_DROME;91.346;208;17;1;2321;1698;2;208;1.98e-128;381
cluster_20660;sp|Q9U8M0|VIT1_PERAM;19.340;424;306;11;1499;2695;658;1070;0.002;41.6
cluster_20661;sp|Q5EAK6|ATM_DROME;37.778;45;19;1;359;493;364;399;8.5;28.9
cluster_20664;sp|Q8IN35|SIFAR_DROME;32.836;67;34;2;430;242;464;523;0.093;35.0
cluster_20665;sp|Q295A8|SNMP1_DROPS;37.931;29;18;0;418;504;55;83;1.4;29.3
cluster_20666;sp|P08155|KRH1_DROME;38.372;258;141;7;1348;605;173;422;1.47e-36;147
cluster_20666;sp|P08155|KRH1_DROME;28.794;257;131;2;1399;635;262;468;1.05e-30;129
cluster_20666;sp|P08155|KRH1_DROME;25.294;170;115;5;1702;1217;299;464;1.34e-04;44.7
cluster_20668;sp|O02193|MOF_DROME;50.980;459;154;7;282;1529;383;813;9.98e-150;450
cluster_20669;sp|Q27597|NCPR_DROME;29.885;87;44;5;271;513;433;508;0.78;30.4
cluster_20670;sp|P20028|RPA2_DROME;24.000;75;53;2;647;435;596;670;5.6;29.6
cluster_20671;sp|Q16RL8|KLHDB_AEDAE;25.373;67;46;2;258;446;434;500;0.42;31.2
cluster_20673;sp|P10735|RT12_DROME;76.812;138;32;0;457;870;1;138;7.52e-72;220
cluster_20674;sp|P91660|L259_DROME;43.878;980;476;13;3;2861;439;1371;0.0;810
cluster_20674;sp|P91660|L259_DROME;24.857;350;218;16;1857;2834;403;731;3.74e-15;80.1
cluster_20675;sp|P45843|SCRT_DROME;37.778;45;20;1;2505;2395;159;203;3.2;30.0
cluster_20676;sp|P30052|SCAL_DROME;67.898;433;79;8;3640;2366;60;440;0.0;575
cluster_20677;sp|Q95P48|PBAN_SPOLI;34.286;35;23;0;314;418;71;105;0.98;31.6
cluster_20678;sp|Q9V422|RYK2_DROME;29.545;44;31;0;523;654;410;453;2.5;29.6
cluster_20679;sp|P19334|TRP_DROME;29.787;47;33;0;1531;1391;1042;1088;3.0;29.6
cluster_20680;sp|Q17AN2|LST2_AEDAE;39.344;61;32;2;173;352;856;912;5.40e-07;52.4
cluster_20681;sp|Q93105|INSR_AEDAE;39.474;38;23;0;606;493;944;981;3.1;29.3
